id,original_text,aspect_term,aspect_category,similarity,matched_opinions,total_weight,sentiment_prob,context_phrase,opinion_count
401,#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika program kok berwacana... Yang adil tidak korupsi sajalah,sajalah,Agus-Sylvi,0.0832,korupsi,4.0,"[0.9756, 0.0122, 0.0122]",korupsi sajalah,1
402,Ancam Polisikan Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai #News #AhokDjarot,sutradara,Ahok-Djarot,0.0,ancam,-4.0,"[0.0122, 0.0122, 0.9756]",polisikan sutradara video,1
403,Di penutup Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?,permintaan,Agus-Sylvi,0.0532,mengucapkan,3.0,"[0.9677, 0.0161, 0.0161]",mengucapkan permintaan maaf,1
403,Di penutup Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?,maaf,Agus-Sylvi,0.059,minta,2.0,"[0.9524, 0.0238, 0.0238]",permintaan maaf .,1
403,Di penutup Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?,penutup,Agus-Sylvi,0.2396,mengucapkan,3.0,"[0.9677, 0.0161, 0.0161]",di penutup paslon,1
404,Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/,iklan,Anies-Sandi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",ada iklan yang,1
404,Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/,protes,Anies-Sandi,0.0795,mau,5.0,"[0.9804, 0.0098, 0.0098]",mau protes kenapa,1
405,Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,jakarta,Anies-Sandi,0.2384,menata,2.0,"[0.9524, 0.0238, 0.0238]",menata jakarta bukan,1
405,Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,kata-kata,Anies-Sandi,0.1003,menata,2.0,"[0.9524, 0.0238, 0.0238]",menata kata-kata !,1
406,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,ahok,Ahok-Djarot,0.572,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",pilih ahok 100,1
406,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,bukti,Anies-Sandi,0.0,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",bukti nya,1
406,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,ras,Agus-Sylvi,0.0079,bukti,-3.0,"[0.0161, 0.0161, 0.9677]",nya ras china,1
407,Lholho ini kenapa pendukung ahok DP 0% teruntuk kaum dhuafa situ kan uangnya sudah banyak. <Bomb> #DP0% #AhokKeok #PilkadaDKI #pilkadadki201,ahok,Ahok-Djarot,0.5453,pendukung,4.0,"[0.9756, 0.0122, 0.0122]",pendukung ahok dp,1
408,dulu #Jakarta tidak pernah terpecah belah tapi sejak ada orang asing #jakarta terpecah <Broken Heart> #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK,orang,Agus-Sylvi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",ada orang asing,1
409,Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017,nih,Anies-Sandi,0.0733,adil,-4.0,"[0.0122, 0.0122, 0.9756]",adil nih bangsa,1
414,Bukan untuk memenangkan Anies-Sandi tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep,kesimpulan,Anies-Sandi,0.0444,tarik,2.0,"[0.9524, 0.0238, 0.0238]",tarik kesimpulan nya,1
415,Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id Suap suara model begini menghina kecerdasan warga..,suara,Ahok-Djarot,0.1976,suap,1.0,"[0.7692, 0.1923, 0.0385]",suap suara model,1
415,Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id Suap suara model begini menghina kecerdasan warga..,model,Ahok-Djarot,0.1572,suara,2.0,"[0.9524, 0.0238, 0.0238]",suara model begini,1
416,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,rasa2,Anies-Sandi,0.0138,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",kok rasa2 nya,1
416,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,paslon,Ahok-Djarot,0.3296,tindakan,3.0,"[0.9677, 0.0161, 0.0161]",tindakan paslon 3,1
416,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,tindakan,Anies-Sandi,0.2688,gerakan,4.0,"[0.9756, 0.0122, 0.0122]",dan tindakan paslon,1
417,Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>,sih,Ahok-Djarot,0.0,banjir,-4.0,"[0.0122, 0.0122, 0.9756]",tidak sih ?,1
418,Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,peta,Anies-Sandi,0.2744,buta,-3.0,"[0.0161, 0.0161, 0.9677]",buta peta politik,1
418,Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,inti,Anies-Sandi,0.0,buta,-3.0,"[0.0161, 0.0161, 0.9677]",inti nya,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,anak,Ahok-Djarot,0.0181,turun,-1.0,"[0.0385, 0.1923, 0.7692]",kjp anak saya,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,saat,Ahok-Djarot,0.0722,turun,-1.0,"[0.0385, 0.1923, 0.7692]",sampai saat kjp,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,pilkada,Anies-Sandi,0.6403,menjelang,3.0,"[0.9677, 0.0161, 0.0161]",menjelang pilkada dki,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,bulan,Agus-Sylvi,0.1345,turun,-1.0,"[0.0385, 0.1923, 0.7692]",4 bulan menjelang,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,bapak,Anies-Sandi,0.2415,turun,-1.0,"[0.0385, 0.1923, 0.7692]",tolong bapak gubernur,1
419,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,sekarang,Anies-Sandi,0.037,menjelang,3.0,"[0.9677, 0.0161, 0.0161]",sampai sekarang <,1
422,Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com,serbuan,Anies-Sandi,0.02,awas,4.0,"[0.9756, 0.0122, 0.0122]",awas serbuan warga,1
423,Dipecat jadi menteri gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih,menteri,Agus-Sylvi,0.054,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi menteri gimana,1
423,Dipecat jadi menteri gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih,gubernur,Anies-Sandi,0.3232,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi gubernur ?,1
424,Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,berita,Anies-Sandi,0.0985,mengikuti,-3.0,"[0.0161, 0.0161, 0.9677]",mengikuti berita @,1
427,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik? <Weary Face> <Weary Face>,kota,Anies-Sandi,0.1458,ruang,-3.0,"[0.0161, 0.0161, 0.9677]",ruang kota .,1
427,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik? <Weary Face> <Weary Face>,ruang,Anies-Sandi,0.2236,tata,3.0,"[0.9677, 0.0161, 0.0161]",tata ruang kota,1
429,Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot,akal,Agus-Sylvi,0.0546,melecehkan,4.0,"[0.9756, 0.0122, 0.0122]",melecehkan akal sehat,1
430,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok",gara,Anies-Sandi,0.0882,santun,4.0,"[0.9756, 0.0122, 0.0122]","....bukan gara """,1
430,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok",gini,Agus-Sylvi,0.1139,toleran,0.3,"[0.3871, 0.5484, 0.0645]",toleran gini <,0
433,apa yang kamu mau perangi kalau faktanya benar yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat,fakta,Anies-Sandi,0.0914,mau,5.0,"[0.9804, 0.0098, 0.0098]",kalau fakta nya,1
433,apa yang kamu mau perangi kalau faktanya benar yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat,maki,Agus-Sylvi,0.122,caci,-5.0,"[0.0098, 0.0098, 0.9804]",caci maki saja,1
433,apa yang kamu mau perangi kalau faktanya benar yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat,pengikut,Ahok-Djarot,0.1278,ada,4.0,"[0.9756, 0.0122, 0.0122]",ada pengikut mu,1
434,Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>,pengikut,Anies-Sandi,0.0194,minta,2.0,"[0.9524, 0.0238, 0.0238]",minta pengikut nya,1
437,Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>,coblos,Ahok-Djarot,0.0657,mikir,-2.0,"[0.0238, 0.0238, 0.9524]",mikir coblos sebelah,1
440,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,semprot,Ahok-Djarot,0.3255,kena,-3.0,"[0.0161, 0.0161, 0.9677]",kena semprot ahok,1
440,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,ahok,Ahok-Djarot,0.3563,semprot,-5.0,"[0.0098, 0.0098, 0.9804]",semprot ahok <,1
440,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,gara,Anies-Sandi,0.288,gara,-4.0,"[0.0122, 0.0122, 0.9756]",sandi gara gara,1
440,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,timses,Anies-Sandi,0.5406,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi timses anies,1
442,Mentang mentang nama belakangnya sama mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI,nama,Anies-Sandi,0.024,mentang,-3.0,"[0.0161, 0.0161, 0.9677]",mentang nama belakang,1
442,Mentang mentang nama belakangnya sama mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI,keuntungan,Ahok-Djarot,0.0,ambil,-5.0,"[0.0098, 0.0098, 0.9804]",ambil keuntungan saja,1
443,#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.,korupsi,Agus-Sylvi,0.2124,jujur,4.0,"[0.9756, 0.0122, 0.0122]",anti korupsi suka,1
443,#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.,orang,Anies-Sandi,0.0383,mencari,-3.0,"[0.0161, 0.0161, 0.9677]",mencari orang pintar,1
444,Kampanyenya ngomong program ini program itu jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot,mentri,Anies-Sandi,0.0,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi mentri aja,1
444,Kampanyenya ngomong program ini program itu jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot,program,Anies-Sandi,0.0399,jadi,1.0,"[0.7692, 0.1923, 0.0385]",ngomong program ini,1
444,Kampanyenya ngomong program ini program itu jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot,hasil,Anies-Sandi,0.0,ada,4.0,"[0.9756, 0.0122, 0.0122]",ada hasil kerja,1
444,Kampanyenya ngomong program ini program itu jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot,kerja,Agus-Sylvi,0.0,hasil,3.0,"[0.9677, 0.0161, 0.0161]",hasil kerja ada,1
445,Timses anies ngomongnya sok kayak motivator udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot,motivator,Anies-Sandi,0.0,kayak,-3.0,"[0.0161, 0.0161, 0.9677]",kayak motivator udah,1
445,Timses anies ngomongnya sok kayak motivator udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot,hasil,Ahok-Djarot,0.0,liat,2.0,"[0.9524, 0.0238, 0.0238]",liat hasil kerjanya,1
445,Timses anies ngomongnya sok kayak motivator udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot,kerjanya,Ahok-Djarot,0.0,hasil,3.0,"[0.9677, 0.0161, 0.0161]",hasil kerjanya aja,1
446,pantes banyak polling dihapus kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>,polling,Agus-Sylvi,0.331,menang,4.0,"[0.9756, 0.0122, 0.0122]",banyak polling dihapus,1
447,Buzzer #AhokDjarot galau semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih! <FACE WITH STUCK-OUT TOUNGES>,nih,Ahok-Djarot,0.0,dibayar,-3.0,"[0.0161, 0.0161, 0.9677]",dibayar nih !,1
448,@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja @nu_online #ahokdjarot #DKI,fakta,Anies-Sandi,0.0727,cocok,-4.0,"[0.0122, 0.0122, 0.9756]",dengan fakta <,1
449,#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara serta matang dalam mengelola Strategi Musuh. <FACE WITH STUCK-OUT TOUNGES>,strategi,Anies-Sandi,0.1229,isu,-1.0,"[0.0385, 0.1923, 0.7692]",dan strategi .,1
449,#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara serta matang dalam mengelola Strategi Musuh. <FACE WITH STUCK-OUT TOUNGES>,sara,Agus-Sylvi,0.089,isu,-1.0,"[0.0385, 0.1923, 0.7692]",isu sara serta,1
450,nasi bungkus terdeteksi #ahokdjarot,bungkus,Ahok-Djarot,0.0254,nasi,2.0,"[0.9524, 0.0238, 0.0238]",nasi bungkus terdeteksi,1
452,Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,sara,Agus-Sylvi,0.1325,politik,1.0,"[0.7692, 0.1923, 0.0385]",politik sara yang,1
452,Inilah pemenang #PilkadaDKI2017 yang sesungguhnya. Mereka harus mengalah agar Jakarta tidak pecah oleh politik sara yang brutal dari pihak,pihak,Anies-Sandi,0.084,brutal,-5.0,"[0.0098, 0.0098, 0.9804]",dari pihak,1
454,Dalam hitungan saya pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot tapi mereka harus mengalah untuk kepentingan nasional.,kepentingan,Anies-Sandi,0.0786,mengalah,-2.0,"[0.0238, 0.0238, 0.9524]",untuk kepentingan nasional,1
454,Dalam hitungan saya pemenang sesungguhnya dalam #PilkadaDKI2017 adalah #AhokDjarot tapi mereka harus mengalah untuk kepentingan nasional.,sesungguh,Agus-Sylvi,0.0929,pemenang,3.0,"[0.9677, 0.0161, 0.0161]",pemenang sesungguh nya,1
455,terima kasih pak ahok @basuki_btp #pilkadadki2017,kasih,Agus-Sylvi,0.0021,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih pak,1
455,terima kasih pak ahok @basuki_btp #pilkadadki2017,pak,Ahok-Djarot,0.3122,kasih,2.0,"[0.9524, 0.0238, 0.0238]",kasih pak ahok,1
456,Sempat terkejut karena Bapak Ahok kalah dalam versi Quick Count #pilkadadki2017. Tidak apa-apa tetep keren terus ya pak! Tetap menginspiras,versi,Agus-Sylvi,0.0944,kalah,-4.0,"[0.0122, 0.0122, 0.9756]",dalam versi quick,1
458,Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,kinerja,Agus-Sylvi,0.0115,trimakasih,4.0,"[0.9756, 0.0122, 0.0122]",atas kinerja bapak,1
458,Trimakasih pak @basuki_btp atas kinerja bapak degan pak djarot dalam memimpin dki. #pilkadadki2017,pak,Anies-Sandi,0.267,trimakasih,4.0,"[0.9756, 0.0122, 0.0122]",trimakasih pak @basuki_btp,1
459,Melihat para @temanAhok harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017,ahok,Ahok-Djarot,0.3477,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi ahok masa,1
459,Melihat para @temanAhok harapan itu kembali hidup. Mereka akan jadi ahok masa depan. Menyelamatkan NKRI dari tikus berdasi. #pilkadadki2017,@temanahok,Agus-Sylvi,0.1724,melihat,3.0,"[0.9677, 0.0161, 0.0161]",para @temanahok harapan,1
460,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,pilkadajakarta,Anies-Sandi,0.5129,menang,4.0,"[0.9756, 0.0122, 0.0122]",# pilkadajakarta #,1
460,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,ronde,Ahok-Djarot,0.0,istirahat,-2.0,"[0.0238, 0.0238, 0.9524]",setelah ronde panjang,1
460,Selamat istirahat pak @basuki_btp Setelah ronde panjang melawan penjahat Anda telah menang #pilkadajakarta #pilkadadki2017 #BasukiDjarot,pak,Ahok-Djarot,0.1613,istirahat,-2.0,"[0.0238, 0.0238, 0.9524]",istirahat pak @basuki_btp,1
461,Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,kasih,Agus-Sylvi,0.0573,tuhan,3.0,"[0.9677, 0.0161, 0.0161]",yang kasih tuhan,1
461,Kekuasaan itu Tuhan yang kasih Tuhan juga yang ambil. #TerimakasihPakAhok saya bangga memilih Pak Ahok #pilkadadki2017 #TerimaKasihAhok,tuhan,Anies-Sandi,0.01,kasih,2.0,"[0.9524, 0.0238, 0.0238]",itu tuhan yang,1
462,Yang 1 itu selama kerja sudah terbukti yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017,menteri,Agus-Sylvi,0.0491,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi menteri aja,1
462,Yang 1 itu selama kerja sudah terbukti yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017,kerja,Anies-Sandi,0.0,yang,-5.0,"[0.0098, 0.0098, 0.9804]",selama kerja sudah,1
462,Yang 1 itu selama kerja sudah terbukti yang diomongin jadi kenyataan. Yang 1 nya jadi menteri aja dipecat apalagi ini? #pilkadadki2017,kenyataan,Anies-Sandi,0.011,jadi,1.0,"[0.7692, 0.1923, 0.0385]",jadi kenyataan .,1
463,Tidak apa-apa Ahok kalah supaya sedikit aman. Coba Ahok menang calo akhirat pada ribet teriak-teriak di monas. #PilkadaDKI #pilkadadki2017,calo,Anies-Sandi,0.0908,menang,4.0,"[0.9756, 0.0122, 0.0122]",menang calo akhirat,1
464,Untuk bpk@basuki_btp terima kasih untuk perjuanganmu selama 5 tahun terakhir. Kami akan terus mendukungmu terbang lebih tinggi lagi.#pilkada,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih untuk,1
465,Artis pendukung Ahok selamati rekannya pendukung Anies http://ow.ly/XvnN30aYrAS #PilkadaDKI2017,pendukung,Ahok-Djarot,0.4989,"artis,rekan",6.0,"[0.9836, 0.0082, 0.0082]",artis pendukung ahok,2
466,Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan mari bersatu untuk maju.#pilkadadki2017,saat,Anies-Sandi,0.0,menerima,3.0,"[0.9677, 0.0161, 0.0161]",saat nya,1
466,Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan mari bersatu untuk maju.#pilkadadki2017,kasih,Agus-Sylvi,0.0,terima,2.0,"[0.9524, 0.0238, 0.0238]",terima kasih kepada,1
466,Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan mari bersatu untuk maju.#pilkadadki2017,gubernur,Agus-Sylvi,0.3872,"terima,menerima",5.0,"[0.9804, 0.0098, 0.0098]",menerima gubernur baru,2
467,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,pegawai,Agus-Sylvi,0.1027,bagian,-4.0,"[0.0122, 0.0122, 0.9756]",dari pegawai pemerintah,1
467,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,kepemimpinan,Anies-Sandi,0.0888,membuat,1.0,"[0.7692, 0.1923, 0.0385]",kepemimpinan bapak,1
467,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,pak,Anies-Sandi,0.2764,terimakasih,5.0,"[0.9804, 0.0098, 0.0098]",terimakasih pak @ahok,1
467,Kepemimpinan bapak @ahok membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak @ahok #salam2Jari,pemerintah,Anies-Sandi,0.0773,pegawai,3.0,"[0.9677, 0.0161, 0.0161]",pegawai pemerintah .,1
469,#pilkadadki2017 sangat mencintaimu pak @ahok. Menanglah dan lanjutkan,pak,Ahok-Djarot,0.4381,mencintai,3.0,"[0.9677, 0.0161, 0.0161]",mu pak @ahok,1
472,Selesai untuk beberapa waktu. Kami tetap setia #pilkadadki2017 https://www.instagram.com/p/BTDXsnuDpP9/,waktu,Anies-Sandi,0.0,selesai,2.0,"[0.9524, 0.0238, 0.0238]",beberapa waktu .,1
474,Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3 jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017,warga,Anies-Sandi,0.2447,mencoblos,3.0,"[0.9677, 0.0161, 0.0161]",warga bekasi-tangerang-bogor-depok,1
477,Meski Saya warga Sultra tetapi Saya dukung Ahok Djarot Untuk Gub.DKI Jakarta #pilkadadki2017 #pilkadajakarta #ahokmenang #ahok,warga,Anies-Sandi,0.1745,saya,-3.0,"[0.0161, 0.0161, 0.9677]",saya warga sultra,1
478,Apa yang dicari.? Pilih gubernur yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua,kosong,Ahok-Djarot,0.0,omong,4.0,"[0.9756, 0.0122, 0.0122]",omong kosong #,1
478,Apa yang dicari.? Pilih gubernur yang bisa mimpin jakarta. Bukan yang hanya omong kosong #BesokGuaAhok #pilkadadki2017 #PastikanBesokDua,gubernur,Anies-Sandi,0.4886,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",pilih gubernur yang,1
479,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,orang,Anies-Sandi,0.1923,baik,3.0,"[0.9677, 0.0161, 0.0161]",satu orang pemimpin,1
479,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,cara,Anies-Sandi,0.1329,baik,3.0,"[0.9677, 0.0161, 0.0161]",bagaimana cara memimpin,1
479,satu orang pemimpin yang tahu bagaimana cara memimpin adalah lebih baik dari pada seribu orang yang belajar kepemimpinan #pilkadadki2017,kepemimpinan,Anies-Sandi,0.0113,belajar,3.0,"[0.9677, 0.0161, 0.0161]",belajar kepemimpinan #,1
482,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih,pak,Anies-Sandi,0.2211,moga,1.0,"[0.7692, 0.1923, 0.0385]",moga pak purnama,1
482,3 hari lagi menuju #pilkadadki2017 .dari provinsi jambi aku turut mengAMINkan tuit ini moga pak purnama @basuki_btp Dan pak hidayat terpilih,hari,Agus-Sylvi,0.1041,menuju,-4.0,"[0.0122, 0.0122, 0.9756]",3 hari lagi,1
484,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,hati,Anies-Sandi,0.2144,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",dengan hati nurani,1
484,Tanggal 19 pilih dengan hati nurani ya #pilkadadki2017 #BaDjaUntukJakarta,tanggal,Ahok-Djarot,0.1093,pilih,-2.0,"[0.0238, 0.0238, 0.9524]",tanggal 19,1
